00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638,"[('00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638', '2882331822'), ('2882037326', 'afe3c426e91f3f0e507f9cf7beceeddb2537f56e4fd3b2aab12f87fc6eee3edd'), ('2882037326', '80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61'), ('2882037326', '57aacb9536b081385886b4118391adebd2332bc2695795e0ba167c0d4d34a3dd'), ('2882037326', '00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638'), ('2882037326', '2e27054a9e525b4167ec99331558659a59996dc3711e36aee02d5ec78817161e'), ('2882037326', '2569229674')]",Trump,Negative
00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638,"[('00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638', '2878166306'), ('2882037326', 'f50d001a49f3bfd78a364d5f7c325029c53a2df3eed12b0b72ff0f7a58316f0b'), ('2882037326', '00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638')]",Trump,Neutral
00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638,"[('00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638', '2878166306'), ('2882037326', 'c36569f7b2c5d0681e59b1f685fdcae3648138035dc8072a24a01b76e65b9434'), ('2882037326', '00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638'), ('2882037326', 'e1fbbfed34f915e483c0c62cac2deeec52574ff379489fdaefceba2b59e9b050'), ('2882037326', 'b406cab00622d0ad36127228a7a87af0e12a5ed9f99dcd20804337780f792a6c'), ('2882037326', '66b33eda904351d75b311b88838e41b10665e689090182d9defac0e2eae2f828')]",Trump,Neutral
00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638,"[('00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638', '2878166306'), ('2882037326', 'b406cab00622d0ad36127228a7a87af0e12a5ed9f99dcd20804337780f792a6c'), ('2882037326', '00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638')]",Clinton,Neutral
00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638,"[('00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9'), ('2882037326', '66b33eda904351d75b311b88838e41b10665e689090182d9defac0e2eae2f828'), ('2882037326', '9d08c8b245d92ea4fa33bf3ac99f6b7e2e987068f8f7be4e19c15f7aa7651cff'), ('2882037326', 'e1fbbfed34f915e483c0c62cac2deeec52574ff379489fdaefceba2b59e9b050'), ('2882037326', '00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638')]",Trump,Positive
00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638,"[('00bd49f19d4096b1f47e6e7702dddd746cf7021795f2349f42b64003dcb48638', '2882037326'), ('2882037326', 'f50d001a49f3bfd78a364d5f7c325029c53a2df3eed12b0b72ff0f7a58316f0b')]",Trump,Neutral
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2882013788', '1718000594'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '2573225349'), ('2882013788', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba'), ('2882013788', '3438999494'), ('2882013788', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7')]",Trump,Neutral
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882013788'), ('2882013788', '2496599688'), ('2882013788', '3438999494'), ('2882013788', '2573225349'), ('2882013788', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2882013788', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '2616344667')]",Trump,Positive
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882037326'), ('2882013788', 'f46e654ff3f1f9697f2b94de5a2e42a6914e1f00da14a76255c9ed9ba520a5f4'), ('2882013788', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2882013788', '7cb9c145682a217a3bb77a53572a0cd1676f045eefbebfd1577bb0af1ad19a6b'), ('2882013788', '2569229674'), ('2882013788', '9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44'), ('2882013788', '2742482932'), ('2882013788', '364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2'), ('2882013788', 'cceee527a3e3a2fa05667731a74c6858c617067f6b732033a08edf49ce2094b4'), ('2882013788', '3438999494'), ('2882013788', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', 'c5a4c57fc616d4bce77ed8f531708fce96789f928a2dd88fede37d205f8eb733'), ('2882013788', '2573225349')]",Trump,Positive
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882037326'), ('2882013788', '2532611755'), ('2882013788', '3438999494'), ('2882013788', '2598367019'), ('2882013788', '2882350436'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '2616344667'), ('2882013788', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7')]",Trump,Negative
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882037326'), ('2882013788', '2573225349'), ('2882013788', '2616344667'), ('2882013788', '2532611755'), ('2882013788', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '2882013788')]",Trump,Positive
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882013788'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2882013788', 'ecca3b87af773ebc9e625835243979fdba222f78b250f7ec70d17aabd9b9da26'), ('2882013788', '1650681522'), ('2882013788', '2616344667'), ('2882013788', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2882013788', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba')]",Trump,Positive
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882350436'), ('2882013788', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2882013788', 'aacff3990c798063b89807b9e0f7bebf225930adaca5a7af6a67151b47a0ad3a'), ('2882013788', 'cceee527a3e3a2fa05667731a74c6858c617067f6b732033a08edf49ce2094b4'), ('2882013788', '2882013788'), ('2882013788', '1650681522'), ('2882013788', '65dfa76ff80afb2f3cd92a8d96fcdb049b52dfe537c8e42cd6473029ba6f8152'), ('2882013788', 'c36569f7b2c5d0681e59b1f685fdcae3648138035dc8072a24a01b76e65b9434'), ('2882013788', '2569229674'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2882013788', '3438999494'), ('2882013788', 'c23ef2a108d3fc5ecfdee27c9717a2c8b0bd6240d9de3b329fa7a9197ee4c4ac')]",Trump,Negative
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882350436'), ('2882013788', '9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2882013788', '36f2768e6fcac2041cd5604315cab62bc02c808f1ddb3492bb7b265db4875a59'), ('2882013788', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2882013788', '3438999494'), ('2882013788', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2882013788', '32b46a5c438a663eaaebfbb1da979ea98bcfe3a6cba7d796246c880d522ea880'), ('2882013788', 'bc52f7a091e464b1928f340c978a264354ca3f96c6e181e1b6b0834acd86d844'), ('2882013788', 'eaca5eb703fbc67f7b3d0c7542a3e437d35b9116ccd0fafb322ecd0bc93855d9'), ('2882013788', 'cd2f120a1666c87fac2ab045e1ff01b06be0814481d4e96234a13041b3a1a295')]",Trump,Positive
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882037326'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '3438999494'), ('2882013788', 'caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba'), ('2882013788', '2882013788')]",Trump,Neutral
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,"[('0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539', '2882013788'), ('2882013788', '4ec1ef023812e2667c109fcf22172e246df7f1e88073aba76cd1b0eab12d4aa6'), ('2882013788', '0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539'), ('2882013788', '2573225349'), ('2882013788', '2532611755'), ('2882013788', '2569229674')]",Trump,Neutral
0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631,"[('0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631', '2882013788'), ('2882013788', '3438999494'), ('2882013788', '80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61'), ('2882013788', 'e20ba740a2754d39ad6fd52364a2175c57cceb6da22385e4748683c80878a7fe'), ('2882013788', '0945c828c3f3fa4064a6e67cbaa1c15827f6de9f3f9e6991aa946c39fd41b631'), ('2882013788', '364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2'), ('2882013788', '75260a9a180575743d360235084b16675248455e83c04bceda90043e50c86c4f'), ('2882013788', '393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd'), ('2882013788', '2569229674'), ('2882013788', '446814d058a75d9f90076c02b125e5adfc64ddd544cf077ebb08e27e476b20e5'), ('2882013788', '80b4e8619631959b3bf95991166381f8df8e9b0748a73e360d6ad1e7bc19cde7'), ('2882013788', '533bd35fdbbec65d406b13a6a6e128c0604f41a8e9c1bd83a211860a46d9c508'), ('2882013788', 'a6181c92d4b44e24f9f4176b491d74b6eb59ff8aa53f331f7a4e0fbfc8615338')]",Trump,Neutral
