624956464927502336,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Negative
624956647081943040,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Neutral
632572282234404864,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Negative
614823329388560384,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Negative
624956628455043072,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Neutral
624956382857547776,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Neutral
624956750723051520,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Positive
624956605214404608,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Neutral
624956557097336833,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Neutral
624956500633628673,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Positive
624956516836200448,b97e9618d72ea8118d32cda8f153485c0e7964ec709bef72a4869c1960540e03,Trump,Positive
