841485220411035648,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
818561605231321089,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Positive
846572878220922880,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Neutral
593237116538126336,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
812514480965947392,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Positive
821829259530563584,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Neutral
728960433139372033,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Neutral
831540459273068545,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
821829180786700289,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
829781705049391106,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Positive
756518802721038336,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Positive
593236472787963904,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
732194086623584256,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
711954930853142528,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
844371779648798720,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Neutral
784039429753204740,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Clinton,Negative
838525203303006210,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
847333126212694016,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Positive
703188475810553856,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
836783637551001600,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
784037959527870464,77755623608ac46aacd68d114868ffebad0b2cbd4d29f0fe99143d93d51864ad,Trump,Negative
